merged_row_index,query,script_title,overall_rating,剧情,推理,悬疑,欢乐,情感,机制,还原,沉浸,演绎,玩法,故事,难度,互动,立意,阵营,本格,变格,恐怖,硬核,want_count,played_count,review_count,publishers,metadata,tags,source_file,source_app,source_platform,male_count,female_count,total_players_from_gender,total_players_mentioned,duration_hours,difficulty,release_year,release_month,total_players,release_date,duration_bin,suspicious_want_count,usable_for_popularity_analysis
423,王府诡谈,王府诡谈,6.7,7.0,6.7,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,266.0,2904.0,87,神之剧制,4男2女 4.0小时 新手 2021.11发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,,4.0,新手,2021,11,6,2021-11-01,3-4h,False,True
427,恶名昭著2,恶名昭著2：无耻之徒,8.1,7.8,7.2,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,29823.0,58297.0,2522,东方剧制,4男3女 4.5小时 进阶 2021.07发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,3,7,,4.5,进阶,2021,7,7,2021-07-01,4-5h,False,True
428,如是,如是,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,0.0,0,山海明侦社,3男3女 3.5小时 新手 2021.09发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,3.5,新手,2021,9,6,2021-09-01,3-4h,True,False
429,安娜前传荼蘼花开,安娜前传：荼蘼花开,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,雲深工作室,3男3女 4.5小时 进阶 2021.09发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,进阶,2021,9,6,2021-09-01,4-5h,False,True
433,犯罪创意馆-基,犯罪创意馆：基本演绎,5.7,6.1,6.3,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,706.0,5576.0,126,剧作时代,4男3女 4.5小时 高阶 2021.08发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,3,7,,4.5,高阶,2021,8,7,2021-08-01,4-5h,False,True
436,晚婚,晚婚,5.4,5.9,0.0,0.0,0.0,6.4,0.0,0.0,0.0,6.5,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,8805.0,135,帽子戏法工作室,3男3女 4.0小时 进阶 2020.11发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.0,进阶,2020,11,6,2020-11-01,3-4h,True,False
438,恶龙从未杀死持剑的少年,恶龙从未杀死持剑的少年,7.0,7.0,0.0,0.0,0.0,7.2,6.8,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,7607.0,5047.0,93,贰叁工作室,3男3女 4.5小时 进阶,欧美 机制 沉浸 战争,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,进阶,,,6,,4-5h,False,True
441,放弃生活去北极,放弃生活去北极,7.5,7.2,0.0,0.0,0.0,0.0,7.1,0.0,7.1,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,7607.0,26085.0,677,东方剧制,补测系列🌟《放弃生活去北极》🌟 📖剧本类型:日式｜机制｜治愈｜沉浸 👦玩家配置:三男三女 🕰体验时长:4-5小时 一部印象很深的本子，体验感很不错的盒装...全文,日式 机制 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.0,,,,6,,4-5h,False,True
443,烟花,烟花,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,0.0,0,马栏山创艺文化,3男3女 4.0小时 进阶 2021.07发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.0,进阶,2021,7,6,2021-07-01,3-4h,True,False
458,深林,深林,7.7,6.9,0.0,6.8,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2.6,24380.0,737,無花果工作室,5男0女 4.5小时 进阶 2021.04发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,5,0,5,,4.5,进阶,2021,4,5,2021-04-01,4-5h,True,False
466,沙影,沙影,8.2,7.8,7.2,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,15524.0,398,凤凰谷工作室,补测系列🌟《沙影》🌟 📖剧本类型:中式｜立意｜童话｜情感 🕰体验时长:5个小时 👦玩家配置:三男三女 这是一部早期古早情感本，本子立意的占比...全文,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.0,,,,6,,4-5h,True,False
467,"彼岸2:雪花绽放的那天,风车转动",彼岸2·雪花绽放的那天风车转动,7.3,7.2,6.5,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,7607.0,7248.0,220,拾柒工作室,4男3女 4.5小时 进阶,中式 机制 沉浸 童话,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,3,7,,4.5,进阶,,,7,,4-5h,False,True
470,印斯茅斯,印斯茅斯,7.8,7.4,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,21060.0,45282.0,1740,外星人,百本选手说剧本:剧本《印斯茅斯》7人本 4男3女 剧本类型:盒装本 还原本 微恐+跑团 游戏时间:5小时左右 这个本 是 2年前的剧本 质量还是 挺不错的 剧本中 🈶 凶案 🈶密室 🈶许多可以盘的东西 剧本 阅读量 适中 难度 也还可以 说回剧本 ...全文,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,3,7,7,5.0,,,,7,,4-5h,False,True
473,逢山遇鬼2:知命,逢山遇鬼2：知命,7.2,7.1,0.0,0.0,0.0,7.1,0.0,6.6,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3083.0,24534.0,657,沧之溟工作室,3男4女 3.5小时 新手 2021.12发行,古风 还原 沉浸 玄幻,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,4,7,,3.5,新手,2021,12,7,2021-12-01,3-4h,False,True
474,你好2:她说,你好2：她说,6.4,6.6,0.0,0.0,0.0,7.0,6.6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,7607.0,8967.0,245,梦墨绘梦馆,3男3女 4.0小时 进阶 2022.01发行,中式 机制 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.0,进阶,2022,1,6,2022-01-01,3-4h,False,True
476,聆听者2密语人,聆听者2：密语人,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,伊一工作室,3男4女 4.5小时 新手 2022.03发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,4,7,,4.5,新手,2022,3,7,2022-03-01,4-5h,False,True
478,达知县平安街2,达知县.平安街2,6.3,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.4,0.0,0,0,0,0,1.4,7035.0,91,豆芽剧本工作室,4男2女 4.0小时 进阶 2021.04发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,,4.0,进阶,2021,4,6,2021-04-01,3-4h,True,False
481,涂川2三生契,涂川2：三生契,8.2,7.5,0.0,0.0,0.0,7.9,0.0,0.0,0.0,8.7,0.0,0,0,0,0.0,0.0,0,0,0,0,45304.0,96993.0,4857,,3男3女 4.5小时 新手 2021.12发行,古风 情感 演绎 玄幻,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,新手,2021,12,6,2021-12-01,4-5h,False,True
488,奇异人生,奇异人生,8.4,8.0,7.1,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2.8,13727.0,540,群星工作室; 选剧本工作室,3男2女 4.0小时 进阶,架空 推理 沉浸 科幻,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,2,5,,4.0,进阶,,,5,,3-4h,True,False
489,横行加勒比:无人之海,横行加勒比：无人之海,7.0,6.8,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0,0,0,6.9,0.0,0,0,0,0,751.0,5099.0,128,山橘推理,4男2女 4.0小时 新手 2021.11发行,欧美 机制 立意 新手,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,,4.0,新手,2021,11,6,2021-11-01,3-4h,False,True
490,半盏茶事,半盏茶事,6.8,6.3,5.4,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,17889.0,509,帽子戏法工作室,3男4女 4.0小时 进阶 2021.06发行,中式 情感 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,4,7,,4.0,进阶,2021,6,7,2021-06-01,3-4h,True,False
493,新第二十二条校规2七夜,新第二十二条校规2：七夜,5.3,5.8,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,11.3,20421.0,366,真相骑士,4男3女 4.5小时 新手 2022.08发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,3,7,,4.5,新手,2022,8,7,2022-08-01,4-5h,True,False
495,空中小屋,空中小屋杀人事件,6.1,6.4,6.6,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1796.0,16787.0,301,威海不二工作室,4男2女 4.5小时 高阶 2021.02发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,,4.5,高阶,2021,2,6,2021-02-01,4-5h,False,True
496,子时已到3,子时已到3自寻生路,6.7,6.9,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,9095.0,18869.0,641,津门探案,百本选手说剧本:剧本《子时已到3自寻生路》6人本 3男3女 剧本类型:盒装本 恐怖本 游戏时间:4.5小时左右 实话实说 这个本 同车 队友太给力 （3个女生是 奶 ）一直都在尖叫😱 而且 店家也 良心 （闭店开）剧情方面 胡说八道 故事 特别离谱 主要是 找一家 恐怖氛围 营造的好 的 店里开 （吐槽 这个本 的歌曲 不好...全文,日式 推理 惊悚 进阶,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,6,4.5,,,,6,,4-5h,False,True
502,WWW创伤废土世界,WwW创伤废土世界,7.4,7.3,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0,0,0,7.3,0.0,0,0,0,0,6578.0,5879.0,363,武汉未蓝原创,3男3女 5.0小时 进阶 2022.12发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.0,进阶,2022,12,6,2022-12-01,4-5h,False,True
503,当长河再度流淌,当长河再度流淌时,7.7,7.3,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.4,0.0,0,0,0,0,1.4,11872.0,587,咪咕挑灯工作室; 葵花工作室,3男3女 4.5小时 进阶 2022.09发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,进阶,2022,9,6,2022-09-01,4-5h,True,False
510,无名之町下,无名之町·下,7.7,7.8,0.0,7.1,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,6799.0,412,五味子剧制,3男3女 5.5小时 进阶,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.5,进阶,,,6,,5-6h,True,False
511,克莱因囚笼,启元：克莱因囚笼,8.5,7.5,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0,0,0,0.0,0.0,0,0,0,0,19022.0,17461.0,1742,二类人生剧制,百本选手说剧本:剧本《启元:克莱因囚笼》6人本 4男2女 剧本类型:城限本 推理本 游戏时间:5.5小时左右 👬适合人群：逻辑流 玩家 ❤剧情感受：🈶 ...全文,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,6,5.5,,,,6,,5-6h,False,True
514,叫爸爸2丧尸ruarua,叫爸爸2：丧尸RuaRua,7.0,7.1,0.0,0.0,7.3,0.0,6.8,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,28100.0,879,SSR推理发行工作室,3男3女 4.5小时 新手 2023.01发行,未来 机制 欢乐 末日,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,新手,2023,1,6,2023-01-01,4-5h,True,False
515,zooooo进化大作战,Zooooo！进化大作战！,7.6,6.9,0.0,0.0,7.7,0.0,7.2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,46241.0,2408,可疑的宣发工作室; 帽子戏法工作室,4男3女 5.0小时 进阶 2023.01发行,架空 机制 欢乐 拟人,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,3,7,,5.0,进阶,2023,1,7,2023-01-01,4-5h,True,False
516,有人说于归,有人说·于归,7.1,7.1,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,7.2,0,0,0,0.0,0.0,0,0,0,0,2.1,8357.0,384,时间裂缝,3男3女 4.5小时 进阶 2023.01发行,古风 情感 食玩 玄幻,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,进阶,2023,1,6,2023-01-01,4-5h,True,False
526,吾自齐天2,吾自齐天2：奉君天阙客,7.7,7.3,0.0,0.0,0.0,7.4,0.0,0.0,0.0,7.7,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,3591.0,179,翰林院工作室,3男3女 4.5小时 新手 2022.07发行,古风 情感 演绎 神话,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,新手,2022,7,6,2022-07-01,4-5h,True,False
528,dog,DOG,8.1,7.9,0.0,0.0,0.0,7.5,0.0,0.0,7.6,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,14587.0,1189,岛屿工作室,4男2女 5.0小时 新手 2022.10发行,架空 情感 沉浸 科幻,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,,5.0,新手,2022,10,6,2022-10-01,4-5h,True,False
531,圣杯侦探和倒霉蛋,圣杯、侦探和倒霉蛋,5.1,5.5,5.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8806.0,7670.0,543,苏墨工作室; 起源ORIGIN工作室,4男2女 6.5小时 进阶 2023.01发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,,6.5,进阶,2023,1,6,2023-01-01,6-8h,False,True
541,YiYi,Yi Yi,7.5,7.3,0.0,0.0,0.0,7.4,0.0,0.0,7.3,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,5521.0,425,坏达摩工作室,4男3女 6.0小时 新手 2023.02发行,中式 情感 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,3,7,,6.0,新手,2023,2,7,2023-02-01,5-6h,True,False
542,乱神志耀斑,乱神志·耀斑,7.2,7.5,0.0,6.4,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5049.0,13469.0,708,乱神企划工作室,4男4女 5.0小时 进阶 2022.09发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,4,8,,5.0,进阶,2022,9,8,2022-09-01,4-5h,False,True
544,心愿杂货铺,心愿杂货铺,7.0,7.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,2918.0,77,不挑事原创工作室,心愿杂货铺 人数：7人（4男3女 不可反串） 游戏时常：3-4小时 类型：城限 现代 欢乐 情感 体验地点：哈尔滨市听风阁演绎推理馆 在喜欢在杂货铺里故意买放了很久很久...全文,中式 机制 欢乐 校园,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,3,7,7,4.0,,,,7,,3-4h,True,False
545,鲁冰花,鲁冰花,6.7,6.7,6.6,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2.8,6124.0,129,故事作坊,3男3女 4.5小时 进阶 2021.05发行,中式 推理 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,进阶,2021,5,6,2021-05-01,4-5h,True,False
546,花衣魔笛手,花衣魔笛手,7.4,7.2,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,11.3,4493.0,345,百里芳菲工作室,3男3女 5.5小时 进阶 2023.03发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.5,进阶,2023,3,6,2023-03-01,5-6h,True,False
547,落水狗,落水狗,7.4,7.0,7.1,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,4627.0,3086.0,196,叁叁零制片厂,4男2女 6.0小时 进阶 2022.06发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,,6.0,进阶,2022,6,6,2022-06-01,5-6h,False,True
548,定风波,定风波,7.4,7.3,0.0,0.0,0.0,7.3,6.6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,7607.0,5017.0,219,九狸剧制,4男3女 5.0小时 进阶,古风 机制 沉浸 武侠,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,3,7,,5.0,进阶,,,7,,4-5h,False,True
549,B612,B612,7.6,7.0,0.0,0.0,0.0,7.5,7.2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,7607.0,8474.0,765,百玄文创工作室,3男3女 5.0小时 进阶 2023.02发行,中式 机制 沉浸 思辨,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.0,进阶,2023,2,6,2023-02-01,4-5h,False,True
552,乌贼公寓,乌贼公寓,6.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,4292.0,5882.0,434,折子戏工作室,4男3女 6.0小时 进阶 2022.10发行,日式 情感 治愈 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,3,7,,6.0,进阶,2022,10,7,2022-10-01,5-6h,False,True
553,被焰火照亮的嫌疑犯,被焰火照亮的嫌疑犯,8.1,7.8,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,21728.0,38244.0,2927,万物可爱,4男2女 5.5小时 进阶 2023.01发行,日式 推理 悬疑 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,,5.5,进阶,2023,1,6,2023-01-01,5-6h,False,True
554,星空之旅银河列车,星空之旅：银河列车,6.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,4292.0,1174.0,141,芙蕾米的创作工坊,3男3女 5.5小时 进阶 2023.02发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.5,进阶,2023,2,6,2023-02-01,5-6h,False,True
555,虚构幻想,虚构幻想,8.2,7.6,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0,0,0,0.0,0.0,0,0,0,0,30936.0,38786.0,3421,曼彻斯特書局,3男3女 5.0小时 进阶 2023.03发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.0,进阶,2023,3,6,2023-03-01,4-5h,False,True
556,茕茕,茕茕,7.0,6.9,0.0,0.0,0.0,7.2,0.0,0.0,7.1,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,18711.0,1615,伍指山,3男3女 5.0小时 新手 2023.03发行,古风 情感 沉浸 权谋,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.0,新手,2023,3,6,2023-03-01,4-5h,True,False
557,哀悼的夜莺,哀悼的夜莺,7.2,7.3,0.0,0.0,0.0,7.5,0.0,6.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3082.0,3157.0,152,糖果发行工作室,3男3女 4.5小时 进阶 2022.04发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,进阶,2022,4,6,2022-04-01,4-5h,False,True
558,这个杀手有点东西但不多,这个杀手有点东西，但不多,6.0,6.2,0.0,0.0,6.9,0.0,6.3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,30701.0,1101,十库工作室,先说结论:推荐 剧本类型:盒装，欢乐机制游戏人数:6人(3男3女)推荐人物:陈思卿游戏时长:4小时 无剧透测评:整个本的质量鉴于一般和推荐之间，相对于很多盒装来说这个本还是有些长处的，同时这个本还是有特殊受众面的，如果是新手，我可以给到...全文,中式 机制 欢乐 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,6,4.0,新手,,,6,,3-4h,True,False
560,像你一样的我雪融,像你一样的我·雪融,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,7607.0,0.0,0,無花果工作室,3男3女 4.5小时 进阶 2022.01发行,中式 机制 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,进阶,2022,1,6,2022-01-01,4-5h,False,True
561,恋爱规则怪谈,恋爱规则怪谈,6.0,6.1,0.0,0.0,6.8,0.0,6.1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,11958.0,613,东方剧制,3男3女 4.5小时 新手 2023.03发行,架空 机制 欢乐 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,新手,2023,3,6,2023-03-01,4-5h,True,False
562,福尔摩斯,福尔摩斯：最后一案,7.0,7.3,0.0,7.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,3702.0,343,十二行诗,百本选手说剧本:剧本《福尔摩斯:最后一案》6人本 3男3女 剧本类型:城限本 推理本 ip本 游戏时间:6小时左右 实话实说 这个本 首先 是一个 ip本 所以 我的 推荐人群 是 看过 福尔摩斯探案集 的 原著粉丝 因为 剧本里🈶 彩蛋 然后 这个本 是一个 推理本 用 基本演绎法 案件丝滑 故事 也还不错 适合新手 综上所述:一般偏上吧,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,6,6.0,新手,,,6,,5-6h,True,False
563,夕颜的告白,夕颜的告白,6.7,6.9,0.0,6.7,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5049.0,3627.0,283,燃工作室,4男2女 5.0小时 高阶 2023.01发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,,5.0,高阶,2023,1,6,2023-01-01,4-5h,False,True
564,句号,句号,7.1,6.9,0.0,0.0,0.0,7.3,0.0,0.0,7.2,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,7218.0,531,狸猫文创,3男3女 4.5小时 新手 2023.02发行,中式 情感 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,新手,2023,2,6,2023-02-01,4-5h,True,False
566,不喜,不喜,8.7,8.5,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,31197.0,26680.0,2657,岛屿工作室,0男6女 4.5小时 进阶 2023.01发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,0,6,6,,4.5,进阶,2023,1,6,2023-01-01,4-5h,False,True
567,琢玉,琢玉,8.0,7.5,0.0,0.0,0.0,7.8,0.0,0.0,7.8,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,28835.0,2566,云水遥工作室; 慢热TUO,3男3女 5.5小时 进阶 2023.03发行,古风 情感 沉浸 家国,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.5,进阶,2023,3,6,2023-03-01,5-6h,True,False
568,灵异电视台封门村,灵异电视台：封门村,7.2,7.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,6450.0,8593.0,248,剧作时代,补测系列《灵异电视台:封门村》 📔剧本类型:中式｜惊悚｜推理本 👦玩家人数:三男三女 🕰体验时长:5小时 一部中式恐怖的推理本，故事写的很不错，...全文,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.0,,,,6,,4-5h,False,True
569,白日昭只,白日昭只,7.5,7.5,7.1,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3707.0,4620.0,194,谜因工作室,第230本 时长：6小时 配置：3男3女 作为一个微恐情感推理本，前期的民俗仪式对于脆皮玩家来说还是稍微有些不友好的。不过这部分和后面剧情的关系也不太大，建议在这里不浪费太...全文,日式 推理 演绎法 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,6.0,,,,6,,5-6h,False,True
570,娜美娅之歌,娜美娅之歌,8.4,7.5,7.8,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,19808.0,16382.0,779,KEYS工作室,4男2女 4.0小时 进阶 2021.04发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,,4.0,进阶,2021,4,6,2021-04-01,3-4h,False,True
571,金陵有座东君客栈,金陵有座东君客栈,7.0,7.1,0.0,0.0,7.3,0.0,7.2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,13740.0,292,九州长歌工作室,3男3女 4.5小时 进阶 2022.11发行,架空 机制 欢乐 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,进阶,2022,11,6,2022-11-01,4-5h,True,False
574,念念,念念,7.0,7.1,0.0,0.0,0.0,7.3,0.0,0.0,7.2,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,7553.0,404,剧鲨文化,3男3女 4.0小时 进阶 2023.01发行,中式 情感 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.0,进阶,2023,1,6,2023-01-01,3-4h,True,False
575,治愈我,治愈我,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.4,0.0,0,刻己剧制,3男2女 4.0小时 新手,架空 推理 立意 新手,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,2,5,,4.0,新手,,,5,,3-4h,True,False
576,人世间,人世间,6.8,6.9,0.0,0.0,0.0,7.1,0.0,0.0,7.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,2548.0,98,人间剧制,《人世间》是一个3男3女的近现代情感沉浸本，与大部分民国本那种水深火热的氛围相比较，《人世间》则更多的把视角放在了那个时期的小人物上，从小家到大家的展现了在当年的抗战时期，每个人甚至是每个家庭所做出的努力。《人世间》的游戏时长比较短暂，大概4-5小时就能结束，但这个本的沉浸时间比较...全文,中式 情感 沉浸 家国,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.0,,,,6,,4-5h,True,False
