merged_row_index,query,script_title,overall_rating,剧情,推理,悬疑,欢乐,情感,机制,还原,沉浸,演绎,玩法,故事,难度,互动,立意,阵营,本格,变格,恐怖,硬核,want_count,played_count,review_count,publishers,metadata,tags,source_file,source_app,source_platform,male_count,female_count,total_players_from_gender,total_players_mentioned,duration_hours,difficulty,release_year,release_month,total_players,release_date,duration_bin,suspicious_want_count,usable_for_popularity_analysis
767,逃脱艺术家2叙弗涅密契,逃脱艺术家2：叙弗涅密契,8.8,7.9,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0,0,0,0.0,0.0,0,0,0,0,39202.0,24244.0,3881,山橘推理; 为雨发行工作室,3男3女 10.0小时 进阶 2025.03发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,10.0,进阶,2025,3,6,2025-03-01,>8h,False,True
772,如故,如故,9.2,8.9,0.0,0.0,0.0,8.9,0.0,0.0,8.9,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,151804.0,24962,东方剧制,3男3女 8.0小时 进阶 2025.05发行,古风 情感 沉浸 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,8.0,进阶,2025,5,6,2025-05-01,6-8h,True,False
778,拆迁2买房,拆迁2：买房,7.3,6.7,0.0,0.0,7.5,0.0,7.1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,72280.0,3002,疯狂剧制; 非凡大陆工作室,5男5女 4.5小时 新手 2023.09发行,中式 机制 欢乐 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,5,5,10,,4.5,新手,2023,9,10,2023-09-01,4-5h,True,False
781,蟪蛄春秋,蟪蛄春秋,8.5,8.0,0.0,0.0,0.0,8.3,0.0,0.0,8.2,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,106349.0,13867,不俗发行工作室,3男3女 5.5小时 进阶 2024.05发行,架空 情感 沉浸 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.5,进阶,2024,5,6,2024-05-01,5-6h,True,False
785,恶之华,恶之华,7.7,7.4,0.0,0.0,0.0,7.6,0.0,0.0,7.6,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,25041.0,3610,东方剧制,3男3女 5.5小时 新手 2025.07发行,架空 情感 沉浸 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.5,新手,2025,7,6,2025-07-01,5-6h,True,False
786,甲乙丙丁,甲乙丙丁,7.5,7.3,0.0,0.0,0.0,7.6,0.0,0.0,0.0,8.1,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,13676.0,2514,长青工作室,《甲乙丙丁》⭐️⭐️⭐️⭐️ 📖剧本类型：民国/历史/情感/演绎 👦🏻玩家配置：③男③女 ⏰体验时长：6-7小时 ⭐️体验角色...全文,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,,,,,7.0,,,,,,6-8h,True,False
788,民间恐怖故事·我的窒爱,民间恐怖故事：我的窒爱,7.8,7.6,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,11.3,18498.0,2307,司家侦探,3男3女 4.0小时 新手 2025.09发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.0,新手,2025,9,6,2025-09-01,3-4h,True,False
791,胎屋,胎屋,6.9,6.8,0.0,6.8,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5049.0,3901.0,435,谜瓜,2男2女 2.5小时 新手 2025.09发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,2,2,4,,2.5,新手,2025,9,4,2025-09-01,<=3h,False,True
792,蛰伏,蛰伏,8.1,7.5,0.0,0.0,0.0,8.0,0.0,0.0,8.1,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,50035.0,5405,长月文创; 造物工作室,3男3女 5.5小时 进阶 2024.01发行,现代 情感 沉浸 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.5,进阶,2024,1,6,2024-01-01,5-6h,True,False
793,雪乡连环杀人事件2,雪乡连环杀人事件2,5.6,6.2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,11.3,46311.0,3237,李白工作室,百本选手说剧本:剧本《雪乡连环杀人事件2》6人本 3男3女（可以反串）剧本类型:盒装本 游戏时间:3.5小时 👬适合人群：🈚️ ❤剧情感受...全文,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,6,3.5,,,,6,,3-4h,True,False
794,见鬼,见鬼,6.3,6.7,0.0,6.8,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5049.0,9172.0,650,谜语剧制,3男3女 4.5小时 新手 2025.08发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,新手,2025,8,6,2025-08-01,4-5h,False,True
795,季风吹过橘色的海,季风吹过橘色的海Ⅱ：苦夏,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,2508.0,0.0,0,瓦特工作室; 未来剧业,新本推荐｜橘海续作😭《季风2:苦夏》温柔又破防 🎬 类型：现代青春｜治愈微虐｜沉浸还原｜校园情感 🔍 发行工作室：未来剧业 📚 作者：青猫箓 ⏰ 时长：约5小时 👥 人数：6人（3男3女 不建议...全文,现代 情感 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,6,5.0,,,,6,,4-5h,False,True
797,告白诗,告白诗,5.3,5.7,0.0,0.0,0.0,5.9,0.0,0.0,5.8,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,35400.0,1403,剧火工作室,3男3女 4.0小时 新手 2024.05发行,中式 情感 沉浸 校园,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.0,新手,2024,5,6,2024-05-01,3-4h,True,False
798,杀马特驾到通通闪开,杀马特驾到！通通闪开,7.1,7.0,0.0,0.0,7.8,0.0,7.1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,61690.0,5551,疯狂剧制,4男4女 4.0小时 新手 2025.04发行,现代 机制 欢乐 校园,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,4,8,,4.0,新手,2025,4,8,2025-04-01,3-4h,True,False
800,捉小三,捉小三,4.0,4.3,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,28375.0,27235.0,1669,离火九运,5男5女 3.5小时 新手 2024.10发行,民国 其他 欢乐 新手,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,5,5,10,,3.5,新手,2024,10,10,2024-10-01,3-4h,False,True
801,如是我观,如是我观,8.6,8.0,0.0,7.7,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5049.0,127300.0,15582,奇迹于你工作室,4男2女 7.0小时 高阶 2024.08发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,2,6,,7.0,高阶,2024,8,6,2024-08-01,6-8h,False,True
802,别在派对搞谋杀,别在派对搞谋杀,6.9,6.9,6.9,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,4827.0,7397.0,783,谜瓜,3男1女 3.0小时 新手 2025.02发行,架空 推理 欢乐 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,1,4,,3.0,新手,2025,2,4,2025-02-01,<=3h,False,True
805,金河往事,金河往事,6.9,6.7,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,17028.0,2917,枫叶工作室,2男4女 6.0小时 进阶 2025.07发行,古风 情感 沉浸 进阶,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,2,4,6,,6.0,进阶,2025,7,6,2025-07-01,5-6h,True,False
807,空山,空山,7.8,7.5,0.0,0.0,0.0,7.8,0.0,0.0,0.0,7.9,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,51024.0,7719,热核·NBC,3男3女 7.0小时 进阶 2025.03发行,古风 情感 演绎 武侠,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,7.0,进阶,2025,3,6,2025-03-01,6-8h,True,False
808,娘娘千岁,K的游戏12：娘娘千岁,7.4,7.1,0.0,0.0,7.7,0.0,6.7,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,32018.0,862,K的游戏,这个本，我们四男一女玩的，玩了5个小时，第一阶段撕逼撕了3个半小时。太有意思，一群男生阴阳怪气的撕逼。喜欢欢乐，机制和撕逼的朋友一定要上车。K的游戏全系列对新手都很友好，也不需要DM，可以几个好友买个娘娘千岁一起愉快撕逼起来。,古风 机制 欢乐 宫廷,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,1,5,,5.0,新手,,,5,,4-5h,True,False
809,此去,此去,7.5,7.3,0.0,0.0,0.0,7.4,0.0,0.0,7.4,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,16863.0,2189,草庐,时长7小时（不算换装和等人的时间） 角色云笛 阅读量240页（分了40慕左右） 疑慕首车此去，因为朋友想玩被迫请假来玩的一个本，其实本来没报什么希望，因为一看女生两个恋陪位，男生一个恋陪位和一个无情位，我就感觉这个...全文,架空 情感 沉浸 神话,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,,,,,7.0,,,,,,6-8h,True,False
811,南墙,南墙,8.5,8.1,0.0,0.0,0.0,8.2,0.0,0.0,0.0,8.3,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,151271.0,15363,热核·NBC,3男3女 6.0小时 进阶 2023.06发行,古风 情感 演绎 武侠,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,6.0,进阶,2023,6,6,2023-06-01,5-6h,True,False
813,血腥爱情故事,血腥爱情故事,6.9,7.1,0.0,7.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,23695.0,12183.0,1171,,3男3女 4.0小时 新手 2025.08发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.0,新手,2025,8,6,2025-08-01,3-4h,False,True
815,命藏町的白雪姬,命藏町的白雪姬,8.0,7.6,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0,0,0,0.0,0.0,0,0,0,0,4829.0,35376.0,5274,进化论工作室,3男3女 8.0小时 进阶 2025.04发行,日式 推理 设定 怪谈,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,8.0,进阶,2025,4,6,2025-04-01,6-8h,False,True
816,装病,装病,7.2,7.0,0.0,0.0,7.7,0.0,7.1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,68429.0,5032,司家侦探,🌟《装病》🌟 📖剧本类型：现代/机制/欢乐/搞笑/ 👦玩家配置：三男三女（可以反串） ⌚️体验时长：4.5小时 🧡体验角色：王活DIE（人老，实话...全文,现代 机制 欢乐 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,,,,6,,4-5h,True,False
817,洗劫罗马所有的情书,洗劫罗马所有的情书,8.0,7.7,0.0,0.0,7.8,7.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8861.0,44775.0,4708,小吃车工作室,《洗劫罗马所有的情书》⭐️⭐️⭐️⭐️ 📖剧本类型：欧美/浪漫/情感/沉浸 👦🏻玩家配置：③男③女 ⏰体验时长：4.5小时 ⭐️DM:🐺 ❤️体验...全文,欧美 情感 欢乐 魔法,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,,,,,4.5,,,,,,4-5h,False,True
819,洗劫伦敦所有的玫瑰,洗劫伦敦所有的玫瑰,8.4,8.0,0.0,0.0,0.0,8.0,0.0,0.0,7.7,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,178413.0,18994,北京萝卜头文化,3男3女 5.0小时 新手 2023.07发行,现代 情感 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.0,新手,2023,7,6,2023-07-01,4-5h,True,False
823,科举2,科举2,6.2,6.7,0.0,0.0,7.0,0.0,6.8,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,19009.0,1485,嗷嗷原创,第261本 时长：5小时 配置：6男2女 《科举2》与《科举1》相比较可以说是完全的换汤不换药，无论是流程还是机制都是原来的那一套，甚至说缺点都完全继承...全文,古风 机制 欢乐 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,6,2,8,,5.0,,,,8,,4-5h,True,False
824,红豆2月光,红豆2月光,8.6,8.0,0.0,0.0,0.0,8.6,0.0,0.0,8.5,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,79073.0,12737,仲夏清晨,百本选手说剧本:剧本《红豆2月光》6人本 3男3女（不可反串）剧本类型:城限本 情感本 游戏时间:7小时 👬适合人群：喜欢 红豆 的 玩家 🌟体验亮点：A本 凑乎 B本 🉑 C本 晴...全文,现代 情感 沉浸 家国,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,6,7.0,,,,6,,6-8h,True,False
826,东京恐怖故事·自杀森林,东京恐怖故事：自杀森林,6.9,7.1,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,4829.0,12207.0,665,剧作时代,2男4女 4.5小时 进阶 2022.05发行,日式 推理 惊悚 怪谈,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,2,4,6,,4.5,进阶,2022,5,6,2022-05-01,4-5h,False,True
827,东京恐怖故事崇山乐园,东京恐怖故事：崇山乐园,8.2,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,35514.0,60102.0,4436,剧作时代; 水镜出品,3男4女 4.5小时 新手 2023.11发行,日式 其他 惊悚 新手,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,4,7,,4.5,新手,2023,11,7,2023-11-01,4-5h,False,True
828,我是大掌柜,我是大掌柜,7.9,7.1,0.0,0.0,7.5,0.0,7.7,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,38799.0,2828,未来剧业,百本选手说剧本:剧本《我是大掌柜》8人本 4男4女（可以反串）🉑开 6人版本 ～ 7人版本 剧本类型:盒装本 机制本 游戏时间:5小时左右 👬适合人群：全类型...全文,古风 机制 欢乐 历史,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,4,8,8,5.0,,,,8,,4-5h,True,False
830,科举,科举,7.0,6.8,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.9,0,0,0,0,5.8,161012.0,10191,疯狂剧制; 嗷嗷原创,百本选手说剧本:剧本《科举》8人本 4男4女 剧本类型:盒装本 欢乐 阵营本 游戏时间:4小时左右 👬适合人群：新手玩家 ❤剧情感受：...全文,古风 阵营 欢乐 权谋,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,4,8,8,4.0,新手,,,8,,3-4h,True,False
834,加个v呗,加个V呗,8.7,7.9,8.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,4829.0,71472.0,6615,谜瓜,2男2女 2.5小时 新手 2024.10发行,现代 推理 欢乐 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,2,2,4,,2.5,新手,2024,10,4,2024-10-01,<=3h,False,True
836,抓小三只是睡觉的关系,抓小三《只是睡觉的关系》,5.6,6.1,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,53087.0,66809.0,3969,有暖气工作室,4男4女 4.5小时 新手 2024.10发行,现代 其他 欢乐 新手,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,4,4,8,,4.5,新手,2024,10,8,2024-10-01,4-5h,False,True
837,温床,温床,7.9,7.6,0.0,0.0,0.0,7.7,0.0,0.0,7.7,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,63439.0,8872,热核·NBC,时长七小时 角色亚当 阅读量150页左右 价格238 首先我说一个重点，能接受毫无伦理道德的玩家（剧情上两位玩家一男（男A）一女（女A）在教堂...全文,架空 情感 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,,,,,7.0,,,,,,6-8h,True,False
838,秦风颂,秦风颂,8.4,8.0,0.0,0.0,0.0,8.2,0.0,0.0,8.2,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,121404.0,14299,海上仙山,百本选手说剧本:剧本《秦风颂》6人本 3男3女 （不🉑反串）剧本类型:城限本 情感本 游戏时间:8小时左右 👬适合人群：情感本玩家 ❤剧情感...全文,架空 情感 沉浸 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,6,8.0,,,,6,,6-8h,True,False
839,反骨,反骨,6.6,6.4,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.7,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,44233.0,6624,德雾昂剧制; 天地之间,3男3女 6.5小时 进阶 2025.06发行,古风 情感 演绎 仙侠,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,6.5,进阶,2025,6,6,2025-06-01,6-8h,True,False
842,二流货色,二流货色II：青花,8.5,8.0,0.0,0.0,0.0,8.2,0.0,0.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,26003.0,3380,未来剧业; 角色失重工作室,3男3女 5.0小时 新手 2026.04发行,现代 情感 沉浸 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.0,新手,2026,4,6,2026-04-01,4-5h,True,False
843,麻了隔壁,麻了隔壁,6.6,6.3,0.0,0.0,7.3,0.0,6.6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.8,120788.0,4788,疯狂剧制,百本选手说剧本：剧本《麻了隔壁》10人本 5男5女（7人 8人9人 均可开本）剧本类型：盒装本 欢乐 机制本 游戏时间:5小时左右 实话实说 这个本 还挺不错的 推荐人群：新手玩家 公司团建 戏精玩家 熟人车 （🈶小游戏 🈶机制）大家都是 开店的 又都是 邻居 就 一起努力 赚大钱吧 最后…… 人均800个心眼子 勾心斗角 ...全文,架空 机制 欢乐 都市,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,5,5,10,10,5.0,新手,,,10,,4-5h,True,False
845,野狗不需要墓碑,野狗不需要墓碑,6.3,6.8,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,113457.0,114222.0,9937,天恩院; 未来剧业,🌟《野狗不需要墓碑》🌟 📖剧本类型：还原/惊悚/情感/欢乐 👦玩家配置：三男三女（尽量不反串呗） ⌚️体验时长：4.5小时 🌟带本DM：⚡️...全文,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,4.5,,,,6,,4-5h,False,True
846,野狗不需要墓碑2:天生坏种,野狗不需要墓碑2：天生坏种,6.5,7.0,0.0,6.8,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5049.0,36523.0,2968,天恩院; 未来剧业,“癫狂隐晦间 有爱悄然滋生” #野狗不需要墓碑2 4月底到店可约 2男4女 时长4.5小时 e家推理探案馆 【新手·还原·另类情感·体验流】,👬适合人群：还原 欢乐 情感 ❤剧情感受：时长4.5h，完美的保持了上一部的风格，连输出模式都一样，时长也几乎一致，依旧是全类型剧本，前期小游戏欢乐破冰、中间穿插无厘头凶案推理、一头雾水故事还原、结局自由发挥输出情感...全文,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,2,4,6,,4.5,新手,,,6,,4-5h,False,True
847,窃云台,窃云台,8.5,8.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,8.7,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,104222.0,15689,海上仙山; 他山之石,3男3女 7.5小时 进阶 2025.08发行,古风 情感 演绎 家国,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,7.5,进阶,2025,8,6,2025-08-01,6-8h,True,False
849,璃火,璃火,7.8,7.4,0.0,0.0,0.0,7.6,0.0,0.0,0.0,8.4,0.0,0,0,0,0.0,0.0,0,0,0,0,69454.0,145565.0,16933,,2男4女 6.0小时 进阶 2024.11发行,古风 情感 演绎 仙侠,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,2,4,6,,6.0,进阶,2024,11,6,2024-11-01,5-6h,False,True
850,死亡回响,死亡回响,9.0,8.5,8.9,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,4837.0,150790.0,23554,灰烬工作室,3男3女 8.0小时 进阶 2025.01发行,日式 推理 悬疑 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,8.0,进阶,2025,1,6,2025-01-01,6-8h,False,True
854,铃兰女校2富江花子,铃兰女校2富江花子,8.7,8.3,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,11.3,73344.0,6994,剧作时代,3男4女 6.0小时 进阶 2024.06发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,4,7,,6.0,进阶,2024,6,7,2024-06-01,5-6h,True,False
855,猫岛2犬山谋杀循环,猫岛2：犬山谋杀循环,7.5,7.4,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,81055.0,87521.0,13231,,3男3女 8.0小时 进阶 2025.04发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,8.0,进阶,2025,4,6,2025-04-01,6-8h,False,True
856,猫岛谋杀循环,猫岛谋杀循环,9.1,8.7,8.6,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,4838.0,236965.0,49388,灰烬工作室,百本选手说剧本:剧本《猫岛谋杀循环》6人本 3男3女（🉑以反串）剧本类型:城限本 推理 还原 欢乐 情感 惊悚 游戏时间:6小时左右 👬适合人群：全类型 ...全文,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,6,6.0,,,,6,,5-6h,False,True
857,流氓叙事,流氓叙事,8.9,8.6,0.0,0.0,0.0,8.8,0.0,0.0,8.8,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,3.4,179194.0,40563,不俗发行工作室,百本选手说剧本:剧本《流氓叙事》6人本 3男3女 或 2男4女 剧本类型:城限本 情感本 游戏时间:7小时 👬适合人群：情感本 玩家 🌟体验亮点...全文,架空 情感 沉浸 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,6,7.0,,,,6,,6-8h,True,False
858,志怪桃花源记,志怪·桃花源记,8.3,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,11628.0,10557.0,1368,九州长歌工作室; 水镜出品,3男3女 5.5小时 新手 2025.09发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,5.5,新手,2025,9,6,2025-09-01,5-6h,False,True
860,我与我诀别,我，与我诀别,8.6,8.1,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,8.1,0,0,0,0.0,0.0,0,0,0,0,3.0,91413.0,15217,东方迷雾; 墨菲工作室,2男4女 6.5小时 进阶 2025.11发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,2,4,6,,6.5,进阶,2025,11,6,2025-11-01,6-8h,True,False
875,欲缚,欲缚,6.9,6.8,0.0,0.0,0.0,7.4,0.0,0.0,7.3,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,25770.0,3868,超人工作室,3男3女 7.0小时 进阶 2025.08发行,古风 情感 沉浸 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,7.0,进阶,2025,8,6,2025-08-01,6-8h,True,False
877,底层逻辑,底层逻辑,7.9,6.6,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0,0,0,0.0,0.0,0,0,0,0,37.0,21309.0,3592,极限推理,3男3女 7.0小时 进阶 2025.08发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,7.0,进阶,2025,8,6,2025-08-01,6-8h,True,False
879,塑料温室,塑料温室,7.5,7.2,0.0,0.0,0.0,7.8,0.0,0.0,7.6,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1.1,40881.0,6563,有棱有角工作室,《塑料温室》⭐️⭐️⭐️⭐️ 📖剧本类型：现代/情感/治愈/架空 👦🏻玩家配置：③男③女 ⏰体验时长：7.5小时 🏠体验店铺：橋Free ⭐️DM：可乐➕孤狼➕杉...全文,现代 情感 沉浸 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,,,,,7.5,,,,,,6-8h,True,False
880,直到触及她的时刻,直到触及她的时刻,7.4,7.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0,0,0,0.0,0.0,0,0,0,0,4839.0,17421.0,2869,木屋发行工作室,3男3女 8.0小时 进阶 2025.09发行,日式 推理 设定 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,8.0,进阶,2025,9,6,2025-09-01,6-8h,False,True
881,风起雁回,风起·雁回,7.4,7.7,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0,0,0,0.0,0.0,0,0,0,0,6194.0,5597.0,738,魔术师工作室,3男3女 6.0小时 新手 2025.10发行,中式 推理 其他 新手,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,6.0,新手,2025,10,6,2025-10-01,5-6h,False,True
882,盛大登场,盛大登场,6.5,7.0,0.0,6.8,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5049.0,5454.0,1220,极限推理,3男3女 8.0小时 进阶 2025.09发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,8.0,进阶,2025,9,6,2025-09-01,6-8h,False,True
883,献给雪夜的花火,献给雪夜的花火,8.0,7.7,0.0,7.4,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5049.0,16600.0,2784,浮生梦文创,3男3女 8.0小时 进阶 2025.09发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,8.0,进阶,2025,9,6,2025-09-01,6-8h,False,True
884,推理作家的谋杀艺术,推理作家的谋杀艺术,8.4,7.9,7.9,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,4839.0,59881.0,7185,灰烬工作室,3男3女 7.5小时 进阶 2024.09发行,日式 推理 悬疑 其他,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,7.5,进阶,2024,9,6,2024-09-01,6-8h,False,True
887,西瓜生于血骨之上,西瓜生于血骨之上,6.3,6.5,0.0,6.5,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,5049.0,3831.0,526,葫芦世界,3男3女 6.0小时 进阶 2024.06发行,,huxiaoli_ipad_ratings.csv,huxiaoli,ipad,3,3,6,,6.0,进阶,2024,6,6,2024-06-01,5-6h,False,True
